epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
17,27.7417,0.82351,1.03392,1.12825,0.59676,0.98784,0.81058,0.50742,1.13995,2.35146,1.29824,0.000555456,0.000555456,0.000555456
18,29.034,0.67576,0.82343,0.9072,1,0.82165,0.94167,0.59982,1.1486,1.57351,1.3589,0.00058219,0.00058219,0.00058219
19,30.2515,0.70417,0.7784,1.00097,1,0.8275,0.86026,0.66408,0.87737,1.79487,1.20036,0.000608132,0.000608132,0.000608132
20,31.4073,0.63393,1.15702,0.90422,1,0.83163,0.84222,0.68284,0.87621,2.0308,1.19037,0.000633282,0.000633282,0.000633282
21,32.748,0.88399,0.8491,1.099,0.35326,0.83333,0.33995,0.22761,0.91112,2.59756,1.29127,0.00065764,0.00065764,0.00065764
22,33.9914,0.80115,0.73477,1.09531,0.13192,1,0.13568,0.09612,0.89382,68.4256,1.23795,0.000681206,0.000681206,0.000681206
23,35.184,0.70795,0.74858,0.97795,0.28496,0.99648,0.28429,0.20895,0.93009,7.00873,1.22155,0.00070398,0.00070398,0.00070398
24,36.3868,0.72567,0.71215,1.03039,0.39762,0.99076,0.398,0.30086,0.94678,3.7557,1.20984,0.000725962,0.000725962,0.000725962
25,37.5194,0.80648,0.89461,0.97837,0.39888,0.33333,0.40959,0.36545,1.01848,4.95611,1.22526,0.000747152,0.000747152,0.000747152
26,38.7457,0.71708,0.84277,1.02903,0.92653,0.66667,0.88051,0.67565,1.01304,6.65602,1.2863,0.00076755,0.00076755,0.00076755
27,40.0474,0.66561,0.86987,1.01932,0.99001,1,0.995,0.72384,0.95013,1.49377,1.21433,0.000787156,0.000787156,0.000787156
28,41.1821,0.88711,1.41133,1.13127,0.99001,1,0.995,0.72384,0.95013,1.49377,1.21433,0.00080597,0.00080597,0.00080597
29,42.3932,0.69193,0.74896,0.99052,0.9913,1,0.995,0.68064,1.06412,1.03545,1.27309,0.000823992,0.000823992,0.000823992
30,43.5314,0.69226,0.7585,0.98418,0.99198,1,0.995,0.66929,1.31857,0.92216,1.5208,0.000841222,0.000841222,0.000841222
31,44.7289,0.84575,0.82686,1.01744,0.99198,1,0.995,0.66929,1.31857,0.92216,1.5208,0.00085766,0.00085766,0.00085766
32,46.0279,0.66562,0.6298,0.99005,0.99114,1,0.995,0.74331,0.89841,0.75795,1.29522,0.000873306,0.000873306,0.000873306
33,47.3276,0.7047,0.65709,1.02929,0.99018,1,0.995,0.76682,0.83889,0.57656,1.27056,0.00088816,0.00088816,0.00088816
34,48.6019,0.80944,0.85314,0.96974,0.99018,1,0.995,0.76682,0.83889,0.57656,1.27056,0.000902222,0.000902222,0.000902222
35,49.9227,0.76498,0.60474,1.02792,0.9907,1,0.995,0.70299,1.0054,0.58526,1.39628,0.000915492,0.000915492,0.000915492
36,51.1417,0.67837,0.63361,1.04371,0.9906,1,0.995,0.68344,1.17614,1.21316,1.61334,0.00092797,0.00092797,0.00092797
37,52.2853,0.6803,0.72945,0.94094,0.9906,1,0.995,0.68344,1.17614,1.21316,1.61334,0.000939656,0.000939656,0.000939656
38,53.551,0.63594,0.67062,0.96855,0.98847,1,0.995,0.65689,1.18073,1.09918,1.60405,0.00095055,0.00095055,0.00095055
39,54.722,0.73696,0.5315,0.94217,0.97842,1,0.995,0.73567,1.1174,0.82677,1.44416,0.000960652,0.000960652,0.000960652
40,55.8762,0.64404,0.6525,0.89442,0.97842,1,0.995,0.73567,1.1174,0.82677,1.44416,0.000969962,0.000969962,0.000969962
41,57.0479,0.73315,0.63324,1.00702,0.98111,1,0.995,0.73658,1.01724,1.00457,1.30395,0.00097848,0.00097848,0.00097848
42,58.2908,0.69455,0.66729,0.92683,0.97618,1,0.995,0.76222,0.87107,0.73138,1.25605,0.000986206,0.000986206,0.000986206
43,59.3863,0.58368,0.51256,0.90642,0.97618,1,0.995,0.76222,0.87107,0.73138,1.25605,0.00099314,0.00099314,0.00099314
44,60.5772,0.56313,0.49791,0.89279,0.99132,1,0.995,0.70318,0.9002,0.75142,1.30336,0.000999282,0.000999282,0.000999282
45,61.774,0.72523,0.57006,0.96361,0.99132,1,0.995,0.70318,0.9002,0.75142,1.30336,0.00100463,0.00100463,0.00100463
46,63.0416,0.6867,0.57209,1.00239,0.99119,1,0.995,0.70042,0.91594,0.8673,1.3398,0.00100919,0.00100919,0.00100919
47,64.288,0.65104,0.56725,0.91733,0.99119,1,0.995,0.70042,0.91594,0.8673,1.3398,0.00101296,0.00101296,0.00101296
48,65.6035,0.66759,0.60051,0.99147,0.99064,1,0.995,0.75047,0.89683,0.71172,1.32919,0.00101593,0.00101593,0.00101593
49,66.7821,0.59226,0.55503,0.87327,0.99064,1,0.995,0.75047,0.89683,0.71172,1.32919,0.00101811,0.00101811,0.00101811
50,68.053,0.74947,0.67262,1.02518,0.9921,1,0.995,0.75362,0.93264,0.59914,1.37902,0.0010195,0.0010195,0.0010195
51,69.2831,0.55733,0.52819,0.9331,0.9921,1,0.995,0.75362,0.93264,0.59914,1.37902,0.00101,0.00101,0.00101
52,70.5583,0.55916,0.45374,0.90602,0.99211,1,0.995,0.77346,0.87891,0.52738,1.35576,0.0009902,0.0009902,0.0009902
53,71.9686,0.62548,0.50652,0.90088,0.99211,1,0.995,0.77346,0.87891,0.52738,1.35576,0.0009704,0.0009704,0.0009704
54,73.3328,0.40857,0.4346,0.91317,0.98825,1,0.995,0.73809,0.91733,0.48044,1.45656,0.0009506,0.0009506,0.0009506
55,74.5539,0.65729,0.52978,0.89053,0.98825,1,0.995,0.73809,0.91733,0.48044,1.45656,0.0009308,0.0009308,0.0009308
56,75.7232,0.69739,0.54377,0.9474,0.98299,1,0.995,0.68638,0.90433,0.47022,1.37964,0.000911,0.000911,0.000911
57,76.9256,0.55119,0.44542,0.90826,0.98299,1,0.995,0.68638,0.90433,0.47022,1.37964,0.0008912,0.0008912,0.0008912
58,78.1281,0.51727,0.42481,0.88166,0.9879,1,0.995,0.75258,0.85489,0.48172,1.34824,0.0008714,0.0008714,0.0008714
59,79.3906,0.57969,0.6224,0.96322,0.9879,1,0.995,0.75258,0.85489,0.48172,1.34824,0.0008516,0.0008516,0.0008516
60,80.5075,0.50491,0.3942,0.87268,0.9904,1,0.995,0.75305,0.83482,0.50462,1.34511,0.0008318,0.0008318,0.0008318
61,81.7191,0.48844,0.48074,0.91748,0.9904,1,0.995,0.75305,0.83482,0.50462,1.34511,0.000812,0.000812,0.000812
62,82.9013,0.47783,0.44684,0.92805,0.98422,1,0.995,0.73284,0.96839,0.60421,1.44567,0.0007922,0.0007922,0.0007922
63,84.0557,0.43334,0.38438,0.84746,0.98422,1,0.995,0.73284,0.96839,0.60421,1.44567,0.0007724,0.0007724,0.0007724
64,85.2845,0.49645,0.43759,0.91626,0.98102,1,0.995,0.70594,1.04195,0.63703,1.48085,0.0007526,0.0007526,0.0007526
65,86.5024,0.6157,0.59025,1.00838,0.98102,1,0.995,0.70594,1.04195,0.63703,1.48085,0.0007328,0.0007328,0.0007328
66,87.731,0.60426,0.43874,0.96705,0.98944,1,0.995,0.67631,1.02701,0.63833,1.47214,0.000713,0.000713,0.000713
67,88.9566,0.45772,0.57952,0.86013,0.98944,1,0.995,0.67631,1.02701,0.63833,1.47214,0.0006932,0.0006932,0.0006932
68,90.1459,0.52607,0.38722,0.86332,0.99206,1,0.995,0.74499,0.92571,0.47365,1.41799,0.0006734,0.0006734,0.0006734
69,91.3584,0.51945,0.47427,0.90268,0.99206,1,0.995,0.74499,0.92571,0.47365,1.41799,0.0006536,0.0006536,0.0006536
70,92.7697,0.47006,0.4059,0.87555,0.99157,1,0.995,0.76846,0.93108,0.44597,1.41862,0.0006338,0.0006338,0.0006338
71,93.923,0.49645,0.39077,0.84703,0.99157,1,0.995,0.76846,0.93108,0.44597,1.41862,0.000614,0.000614,0.000614
72,95.2949,0.53618,0.44103,0.91354,0.99187,1,0.995,0.70723,0.91349,0.41769,1.41338,0.0005942,0.0005942,0.0005942
73,96.5421,0.44016,0.42338,0.91377,0.99187,1,0.995,0.70723,0.91349,0.41769,1.41338,0.0005744,0.0005744,0.0005744
74,97.8227,0.58811,0.56051,0.90615,0.99089,1,0.995,0.71352,0.89414,0.40623,1.38361,0.0005546,0.0005546,0.0005546
75,99.0207,0.44178,0.40273,0.87628,0.99089,1,0.995,0.71352,0.89414,0.40623,1.38361,0.0005348,0.0005348,0.0005348
76,100.244,0.46829,0.38531,0.91132,0.99007,1,0.995,0.71046,0.94053,0.46406,1.38433,0.000515,0.000515,0.000515
77,101.413,0.5506,0.46361,0.86641,0.99007,1,0.995,0.71046,0.94053,0.46406,1.38433,0.0004952,0.0004952,0.0004952
78,102.626,0.40096,0.34733,0.83597,1,0.99309,0.995,0.73664,0.95416,0.55794,1.39067,0.0004754,0.0004754,0.0004754
79,103.866,0.41217,0.39375,0.86201,1,0.99309,0.995,0.73664,0.95416,0.55794,1.39067,0.0004556,0.0004556,0.0004556
80,105.042,0.57323,0.48893,0.8842,0.99741,1,0.995,0.72547,0.95171,0.4307,1.41441,0.0004358,0.0004358,0.0004358
81,106.136,0.52156,0.46565,0.85976,0.99741,1,0.995,0.72547,0.95171,0.4307,1.41441,0.000416,0.000416,0.000416
82,107.355,0.39382,0.34537,0.83118,0.99393,1,0.995,0.75679,0.96584,0.42383,1.43066,0.0003962,0.0003962,0.0003962
83,108.592,0.63843,0.48271,0.91408,0.99393,1,0.995,0.75679,0.96584,0.42383,1.43066,0.0003764,0.0003764,0.0003764
84,109.714,0.47024,0.36421,0.86865,0.99214,1,0.995,0.76429,0.93691,0.43716,1.40447,0.0003566,0.0003566,0.0003566
85,110.948,0.4325,0.43948,0.85276,0.99214,1,0.995,0.76429,0.93691,0.43716,1.40447,0.0003368,0.0003368,0.0003368
86,112.113,0.43682,0.37504,0.88551,0.99314,1,0.995,0.75679,0.90636,0.4452,1.39376,0.000317,0.000317,0.000317
87,113.267,0.50666,0.43759,0.92953,0.99314,1,0.995,0.75679,0.90636,0.4452,1.39376,0.0002972,0.0002972,0.0002972
88,114.479,0.41847,0.44803,0.87725,0.99365,1,0.995,0.78232,0.89117,0.42478,1.38608,0.0002774,0.0002774,0.0002774
89,115.858,0.37813,0.36058,0.86174,0.99365,1,0.995,0.78232,0.89117,0.42478,1.38608,0.0002576,0.0002576,0.0002576
90,117.242,0.41762,0.39898,0.89517,0.99392,1,0.995,0.79543,0.90385,0.41143,1.40094,0.0002378,0.0002378,0.0002378
91,123.742,0.30753,0.41565,0.88678,0.99392,1,0.995,0.79543,0.90385,0.41143,1.40094,0.000218,0.000218,0.000218
92,125.295,0.34387,0.40418,0.85344,0.99432,1,0.995,0.76406,0.91729,0.39372,1.41508,0.0001982,0.0001982,0.0001982
93,126.47,0.32228,0.30418,0.79527,0.99432,1,0.995,0.76406,0.91729,0.39372,1.41508,0.0001784,0.0001784,0.0001784
94,127.808,0.36453,0.33762,0.85979,0.99418,1,0.995,0.76406,0.9192,0.40657,1.40737,0.0001586,0.0001586,0.0001586
95,128.955,0.32921,0.30555,0.78748,0.99418,1,0.995,0.76406,0.9192,0.40657,1.40737,0.0001388,0.0001388,0.0001388
96,130.134,0.26686,0.28358,0.79581,0.99429,1,0.995,0.7661,0.92086,0.40083,1.40569,0.000119,0.000119,0.000119
97,131.289,0.28148,0.2951,0.79329,0.99429,1,0.995,0.7661,0.92086,0.40083,1.40569,9.92e-05,9.92e-05,9.92e-05
98,132.482,0.32389,0.30274,0.86796,0.99407,1,0.995,0.77069,0.90953,0.39427,1.38531,7.94e-05,7.94e-05,7.94e-05
99,133.59,0.31448,0.28052,0.7975,0.99407,1,0.995,0.77069,0.90953,0.39427,1.38531,5.96e-05,5.96e-05,5.96e-05
100,134.746,0.33731,0.30954,0.85294,0.99404,1,0.995,0.7729,0.89721,0.39805,1.37311,3.98e-05,3.98e-05,3.98e-05
